W_net,Q_net,Total_power,SpCC_W_Br,SpCC_Q_Br,SpCC_dH_Br,SpCC_W_Gr,SpCC_Q_Gr,SpCC_dH_Gr,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,con satisfied
314.414249347154,13187.8459148751,13502.2601642223,915.626561559027,21.7517417137799,21.2469953739819,957.591397544637,22.7486637251574,22.2207839396369,6000,7000,7,70.7140342675323,0.859155589862073,302818998.763453,316697746.005995,1
