W_net,Q_net,Total_power,SpCC_W_Br,SpCC_Q_Br,SpCC_dH_Br,SpCC_W_Gr,SpCC_Q_Gr,SpCC_dH_Gr,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,C_SurfacePlant,C_Gr_subsurface,C_Br_subsurface,C_TBM_plant,C_tCO2,C_wellfield,C_wells_horizontal,C_wells_vertical_Gr,C_wells_vertical_Br,C_contingency_Gr,C_contingency_Br,C_WC_Gr,C_WC_Br
801.3739849,6356.302082,7157.676067,370.2677425,47.40576193,42.02522847,387.0358559,49.55260082,43.92840208,6000,7000,7,71.00047928,0.862915941,306465748.6,320344495.9,22704034.77,283761713.8,297640461.1,15306416.23,1054729.544,1597928.097,160328965.8,52560928.29,44157453.16,41552814.23,40040188.71,47942713.67,46197479.95
