W_net,Q_net,Total_power,SpCC_W_Br,SpCC_Q_Br,SpCC_dH_Br,SpCC_W_Gr,SpCC_Q_Gr,SpCC_dH_Gr,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,con satisfied
800.788834618529,9931.474632048,10732.2634666665,363.50907905792,29.2044861728634,27.032669133338,379.971204147802,30.527060854655,28.2568893974913,6000,7000,7,70.7111542886677,4.53193934968142,306464116.939243,320342864.181785,1
