W_net,Q_net,Total_power,SpCC_W_Br,SpCC_Q_Br,SpCC_dH_Br,SpCC_W_Gr,SpCC_Q_Gr,SpCC_dH_Gr,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,con satisfied
0,19137.8954256934,19137.8954256934,Inf,16.0507871305272,16.0507871305272,Inf,16.742027506737,16.742027506737,6000,7000,7,160.136443017732,7.91727309137596,322268237.353106,336146984.595648,1
