W_net,Q_net,Total_power,SpCC_W_Br,SpCC_Q_Br,SpCC_dH_Br,SpCC_W_Gr,SpCC_Q_Gr,SpCC_dH_Gr,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,C_SurfacePlant,C_Gr_subsurface,C_Br_subsurface,C_TBM_plant,C_tCO2,C_wellfield,C_wells_horizontal,C_wells_vertical_Gr,C_wells_vertical_Br
1539.91678420691,0,1539.91678420691,191.502393388506,Inf,191.502393388506,200.071046085594,Inf,200.071046085594,6000,7000,7,70.9994109958953,0.862904252277431,310178671.973026,324057419.215567,26416958.1241935,283761713.848832,297640461.091374,14985042.9235158,878939.961703594,1331606.74736213,133607471.495664,43800773.5788237,36797877.6295137
