W_net,Q_net,Total_power,SpCC_W_Br,SpCC_Q_Br,SpCC_dH_Br,SpCC_W_Gr,SpCC_Q_Gr,SpCC_dH_Gr,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,con satisfied
1279.605273,8802.602413,10082.20769,266.2155863,39.41443803,34.3315018,278.1417091,41.18015519,35.86950981,6000,7000,7,50.37780107,2.690914595,309802179.8,323680927,0
