GeoVision Baseline LD,,Revised Baseline LD,,Geovision Baseline SD,,Revsied Baseline SD,
Depth [m],Cost [$M],Depth [m],Cost [$M],Depth [m],Cost [$M],Depth [m],Cost [$M]
998.5141159,3121387.283,1004.457652,2809248.555,1004.457652,2358381.503,1004.457652,2115606.936
1503.71471,3953757.225,1503.71471,3572254.335,1503.71471,2947976.879,1503.71471,2601156.069
1997.028232,4578034.682,1997.028232,4127167.63,1997.028232,3364161.85,1997.028232,2982658.96
2496.28529,5445086.705,2502.228826,4820809.249,2496.28529,3849710.983,2502.228826,3364161.85
3001.485884,8427745.665,3001.485884,7664739.884,3001.485884,6138728.324,3001.485884,5514450.867
3500.742942,9433526.012,3500.742942,8566473.988,3500.742942,6797687.861,3500.742942,6104046.243
4000,10508670.52,4000,9468208.092,4000,7803468.208,4000,6901734.104
