T_in_C,T_ambient_C,dT_approach,dT_pinch,eta_pump,eta_turbine,coolingMode,q_preheater,q_boiler,w_turbine,q_recuperator,q_desuperheater,q_condenser,w_pump,w_cooler,w_condenser,w_net,dT_range_CT,dT_LMTD_preheater,dT_LMTD_boiler,dT_LMTD_recuperator,T_out_C
301,15,7,5,0.9,0.8,Wet,1239030.58,335972.0455,273186.3362,0,-115156.1252,-1203009.816,-16349.65247,-1857.372851,-32312.69037,222666.6205,20.33992703,30.39190177,121.0130825,,28.25032684
302,15,7,5,0.9,0.8,Wet,1250046.824,338959.1794,275615.2412,0,-116179.9805,-1213705.8,-16495.01755,-1873.886789,-32599.98312,224646.3537,20.33992703,30.57325672,121.9064428,,28.25032684
303,15,7,5,0.9,0.8,Wet,1261285.543,342006.6386,278093.198,0,-117224.5126,-1224617.789,-16643.31828,-1890.734227,-32893.07776,226666.0677,20.33992703,30.75430437,122.7997405,,28.25032684
304,15,7,5,0.9,0.8,Wet,1272755.878,345116.9026,280622.2228,0,-118290.5714,-1235754.662,-16794.67532,-1907.928871,-33192.21276,228727.4058,20.33992703,30.93504815,123.6929767,,28.25032684
305,15,7,5,0.9,0.8,Wet,1284558.989,348200.529,283206.2839,0,-119356.2367,-1247147.814,-16950.81644,-1925.130198,-33498.23135,230832.1059,20.33574365,31.11813157,124.591187,,28.25042153
306,15,7,5,0.9,0.8,Wet,1296522.927,351443.5484,285843.9694,0,-120467.8795,-1258763.317,-17108.69048,-1943.060195,-33810.2223,232981.9964,20.33574365,31.2982862,125.4843327,,28.25042153
307,15,7,5,0.9,0.8,Wet,1308749.152,354757.6646,288539.4809,0,-121603.8928,-1270633.468,-17270.02561,-1961.383273,-34129.05304,235179.019,20.33574365,31.47814687,126.377421,,28.25042153
308,15,7,5,0.9,0.8,Wet,1321249.086,358145.9743,291295.3371,0,-122765.3382,-1282769.357,-17434.97256,-1980.11655,-34455.02147,237425.2265,20.33574365,31.65771673,127.2704531,,28.25042153
309,15,7,5,0.9,0.8,Wet,1334034.832,361611.758,294114.2063,0,-123953.3401,-1295182.735,-17603.69104,-1999.278167,-34788.44321,239722.7938,20.33574365,31.83699892,128.1634301,,28.25042153
310,15,7,5,0.9,0.8,Wet,1347119.226,365158.4951,296998.9182,0,-125169.0912,-1307886.062,-17776.35042,-2018.887358,-35129.65297,242074.0275,20.33574365,32.01599648,129.0563533,,28.25042153
311,15,7,5,0.9,0.8,Wet,1360515.893,368789.8787,299952.4768,0,-126413.8575,-1320892.568,-17953.1305,-2038.964542,-35479.00605,244481.3757,20.33574365,32.19471241,129.9492237,,28.25042153
312,15,7,5,0.9,0.8,Wet,1374239.31,372509.8332,302978.0738,0,-127688.9842,-1334216.307,-18134.22232,-2059.531417,-35836.88,246947.4401,20.33574365,32.37314965,130.8420425,,28.25042153
313,15,7,5,0.9,0.8,Wet,1388304.878,376322.5334,306079.1049,0,-128995.9022,-1347872.234,-18319.8291,-2080.611064,-36203.67644,249474.9883,20.33574365,32.55131109,131.7348107,,28.25042153
314,15,7,5,0.9,0.8,Wet,1402828.975,380131.8588,309261.196,0,-130311.2025,-1361900.35,-18511.91549,-2101.840149,-36580.46987,252066.9705,20.33155733,32.7319183,132.6328215,,28.25051624
315,15,7,5,0.9,0.8,Wet,1417606.134,384166.8225,312523.7207,0,-131692.1139,-1376263.936,-18706.81364,-2124.10998,-36966.27394,254726.5231,20.33255434,32.90889572,133.5242529,,28.25049369
316,15,7,5,0.9,0.8,Wet,1432801.833,388284.8094,315873.746,0,-133103.7568,-1391016.476,-18907.33697,-2146.878882,-37362.5253,257457.0048,20.33255434,33.08625314,134.4168971,,28.25049369
317,15,7,5,0.9,0.8,Wet,1448412.223,392515.1762,319315.1935,0,-134553.9236,-1406171.615,-19113.33259,-2170.269149,-37769.59038,260262.0014,20.33255434,33.26334581,135.3094947,,28.25049369
318,15,7,5,0.9,0.8,Wet,1464458.67,396863.7129,322852.7736,0,-136044.5989,-1421750.092,-19325.08244,-2194.312793,-38188.02631,263145.352,20.33255434,33.44017637,136.2020466,,28.25049369
319,15,7,5,0.9,0.8,Wet,1480964.078,401336.6268,326491.5357,0,-137577.9106,-1437774.147,-19542.88877,-2219.044135,-38618.43037,266111.1724,20.33255434,33.61674743,137.0945537,,28.25049369
320,15,7,5,0.9,0.8,Wet,1497953.04,405940.5824,330236.9016,0,-139156.1433,-1454267.653,-19767.07611,-2244.500024,-39061.44386,269163.8816,20.33255434,33.79306152,137.9870169,,28.25049369
321,15,7,5,0.9,0.8,Wet,1515452.005,410682.747,334094.7021,0,-140781.754,-1471256.289,-19997.99348,-2270.720089,-39517.75645,272308.2321,20.33255434,33.96912115,138.8794371,,28.25049369
322,15,7,5,0.9,0.8,Wet,1533598.801,415460.8765,338073.417,0,-142430.1199,-1488794.069,-20237.92845,-2297.322758,-39988.81899,275549.3468,20.32836577,34.14771749,139.7773384,,28.2505884
323,15,7,5,0.9,0.8,Wet,1552206.833,420501.9011,342175.4552,0,-144158.3061,-1506858.46,-20483.48682,-2325.19749,-40474.02622,278892.7447,20.32836577,34.32328418,140.6697037,,28.2505884
324,15,7,5,0.9,0.8,Wet,1571417.401,425706.156,346410.3191,0,-145942.4516,-1525507.782,-20736.99646,-2353.974816,-40974.94464,282344.4032,20.32836577,34.49860368,141.5620283,,28.2505884
325,15,7,5,0.9,0.8,Wet,1591266.527,431083.4003,350785.9497,0,-147785.9021,-1544777.008,-20998.93276,-2383.7087,-41492.51359,285910.7947,20.32836577,34.67367833,142.4543132,,28.2505884
326,15,7,5,0.9,0.8,Wet,1611793.321,436644.2287,355310.9685,0,-149692.2897,-1564704.103,-21269.81181,-2414.457727,-42027.75282,289598.9461,20.32836577,34.84851044,143.3465589,,28.2505884
327,15,7,5,0.9,0.8,Wet,1633040.333,442400.1685,359994.7555,0,-151665.5662,-1585330.375,-21550.19513,-2446.285638,-42581.77186,293416.5029,20.32836577,35.02310226,144.2387663,,28.2505884
328,15,7,5,0.9,0.8,Wet,1655053.964,448363.7897,364847.5393,0,-153710.041,-1606700.869,-21840.69502,-2479.261938,-43155.78059,297371.8017,20.32836577,35.19745603,145.1309361,,28.2505884
329,15,7,5,0.9,0.8,Wet,1677884.93,454548.8317,369880.5,0,-155830.4242,-1628864.818,-22141.98076,-2513.462602,-43751.10145,301473.9552,20.32836577,35.37157394,146.023069,,28.2505884
330,15,7,5,0.9,0.8,Wet,1701588.8,460970.3487,375105.8878,0,-158031.8768,-1651876.17,-22454.78567,-2548.970872,-44369.18343,305732.9479,20.32836577,35.54545815,146.9151656,,28.2505884
331,15,7,5,0.9,0.8,Wet,1726226.616,467644.8771,380537.1588,0,-160320.0679,-1675794.182,-22779.91527,-2585.878189,-45011.61818,310159.7472,20.32836577,35.71911077,147.8072266,,28.2505884
332,15,7,5,0.9,0.8,Wet,1751990.573,474464.9661,386191.6456,0,-162670.0696,-1700714.265,-23120.44113,-2623.800282,-45680.96844,314766.4357,20.32417425,35.89541039,148.7050677,,28.25068312
333,15,7,5,0.9,0.8,Wet,1778706.877,481700.1364,392080.7259,0,-165150.644,-1726648.651,-23473.00737,-2663.810911,-46377.56273,319566.3449,20.32417425,36.06861471,149.5970883,,28.25068312
334,15,7,5,0.9,0.8,Wet,1806580.873,489248.8268,398224.9966,0,-167738.7086,-1753706.845,-23840.85129,-2705.555313,-47104.3424,324574.2476,20.32417425,36.24159362,150.4890753,,28.25068312
335,15,7,5,0.9,0.8,Wet,1835703.845,497135.7586,404644.5795,0,-170442.7391,-1781977.463,-24225.17754,-2749.170196,-47863.68757,329806.5442,20.32417425,36.4143491,151.3810293,,28.25068312
336,15,7,5,0.9,0.8,Wet,1866177.447,505388.4608,411361.8819,0,-173272.1738,-1811559.18,-24627.3276,-2794.807796,-48658.24872,335281.4978,20.32417425,36.58688311,152.2729507,,28.25068312
337,15,7,5,0.9,0.8,Wet,1898115.207,514037.6786,418401.9289,0,-176237.5537,-1842562.202,-25048.79967,-2842.638135,-49490.98596,341019.5051,20.32417425,36.75919759,153.1648402,,28.25068312
338,15,7,5,0.9,0.8,Wet,1931644.288,523117.85,425792.7513,0,-179350.6858,-1875109.973,-25491.27189,-2892.851655,-50365.21494,347043.4129,20.32417425,36.93129443,154.0566984,,28.25068312
339,15,7,5,0.9,0.8,Wet,1966907.555,532667.6643,433565.8405,0,-182624.8347,-1909341.174,-25956.62958,-2945.662309,-51284.66062,353378.888,20.32417425,37.10317552,154.9485257,,28.25068312
340,15,7,5,0.9,0.8,Wet,2004065.986,542730.7172,441756.6812,0,-186074.9472,-1945412.072,-26446.99712,-3001.311183,-52253.52035,360054.8525,20.32417425,37.27484268,155.8403228,,28.25068312
341,15,7,5,0.9,0.8,Wet,2043301.526,553356.2819,450405.3795,0,-189717.9166,-1983499.288,-26964.77559,-3060.070758,-53276.53811,367103.995,20.32417425,37.44629774,156.7320901,,28.25068312
342,15,7,5,0.9,0.8,Wet,2084820.439,564600.2178,459557.4021,0,-193572.8943,-2023803.048,-27512.68698,-3122.249937,-54359.09197,374563.3732,20.32417425,37.61754248,157.6238282,,28.25068312
343,15,7,5,0.9,0.8,Wet,2128857.274,576526.044,469264.4506,0,-197661.6577,-2066551.036,-28093.82654,-3188.199983,-55507.29749,382475.1266,20.32417425,37.78857868,158.5155375,,28.25068312
344,15,7,5,0.9,0.8,Wet,2175834.838,589050.1022,479588.6194,0,-201970.3112,-2112040.448,-28714.43847,-3257.718895,-56729.1373,390887.3248,20.31997977,37.96238985,159.4133856,,28.25077784
345,15,7,5,0.9,0.8,Wet,2225752.22,602563.9216,490591.2048,0,-206603.8565,-2160494.278,-29373.19693,-3332.456553,-58030.60099,399854.9503,20.31997977,38.13302278,160.305068,,28.25077784
346,15,7,5,0.9,0.8,Wet,2279112.653,617009.8566,502352.6933,0,-211557.0005,-2212290.209,-30077.39324,-3412.349239,-59421.83311,409441.1177,20.31997977,38.3034523,161.196723,,28.25077784
347,15,7,5,0.9,0.8,Wet,2336320.535,632497.3871,514962.2206,0,-216867.2811,-2267820.784,-30832.36424,-3498.00243,-60913.37728,419718.4767,20.31997977,38.47368006,162.0883513,,28.25077784
348,15,7,5,0.9,0.8,Wet,2397842.819,649152.9288,528522.711,0,-222578.0431,-2327539.266,-31644.2723,-3590.115262,-62517.40809,430770.9153,20.31997977,38.64370771,162.9799531,,28.25077784
349,15,7,5,0.9,0.8,Wet,2464220.339,667122.898,543153.3726,0,-228739.4889,-2391970.631,-32520.25479,-3689.497484,-64248.02633,442695.594,20.31997977,38.81353686,163.8715289,,28.25077784
350,15,7,5,0.9,0.8,Wet,2536081.392,686577.3895,558992.6921,0,-235409.9397,-2461724.753,-33468.60332,-3797.0898,-66121.61317,455605.3858,20.31997977,38.9831691,164.7630792,,28.25077784
351,15,7,5,0.9,0.8,Wet,2614158.063,707714.5965,576202.0328,0,-242657.3508,-2537512.255,-34498.97922,-3913.988309,-68157.25583,469631.8094,20.31997977,39.15260601,165.6546043,,28.25077784
352,15,7,5,0.9,0.8,Wet,2699305.883,730766.1309,594969.967,0,-250561.1362,-2620163.583,-35622.67289,-4041.473932,-70377.25997,484928.5602,20.31997977,39.32184912,166.5461048,,28.25077784
353,15,7,5,0.9,0.8,Wet,2792527.519,756003.4391,615517.4989,0,-259214.3678,-2710652.008,-36852.91651,-4181.047892,-72807.76751,501675.767,20.31997977,39.49089997,167.4375808,,28.25077784
354,15,7,5,0.9,0.8,Wet,2895001.413,783745.553,638104.3758,0,-268726.4337,-2810121.419,-38205.26196,-4334.474585,-75479.50322,520085.136,20.31997977,39.65976007,168.329033,,28.25077784
355,15,7,5,0.9,0.8,Wet,3008116.503,814368.4908,663036.7413,0,-279226.2609,-2919920.03,-39698.03899,-4503.833562,-78428.67993,540406.1889,20.31997977,39.82843089,169.2204615,,28.25077784
356,15,7,5,0.9,0.8,Wet,3133738.34,848091.8246,690680.9751,0,-290810.427,-3041695.587,-41356.82395,-4690.714487,-81699.55587,562933.8808,20.31578234,40.0000011,170.1183888,,28.25087257
357,15,7,5,0.9,0.8,Wet,3273376.384,885882.4346,721457.4248,0,-303768.8155,-3177232.245,-43199.66639,-4899.730724,-85340.05323,588017.9744,20.31578234,40.16830641,171.0098007,,28.25087257
358,15,7,5,0.9,0.8,Wet,3429563.769,928151.836,755881.3758,0,-318262.9804,-3328832.164,-45260.91511,-5133.518727,-89412.00774,616074.9342,20.31578234,40.33642677,171.9011901,,28.25087257
359,15,7,5,0.9,0.8,Wet,3605076.348,975651.2656,794564.6308,0,-334550.5202,-3499189.667,-47577.20386,-5396.233513,-93987.78856,647603.4049,20.31578234,40.50436361,172.7925575,,28.25087257
360,15,7,5,0.9,0.8,Wet,3803266.623,1029288.019,838246.0865,0,-352942.5467,-3691558.786,-50192.77651,-5692.893251,-99154.79858,683205.6181,20.31578234,40.67211829,173.683903,,28.25087257
361,15,7,5,0.9,0.8,Wet,4028240.268,1090173.227,887830.6398,0,-373820.0656,-3909924.606,-53161.81681,-6029.643489,-105020.0767,723619.1029,20.31578234,40.8396922,174.5752272,,28.25087257
362,15,7,5,0.9,0.8,Wet,4285138.417,1159698.247,944451.4055,0,-397660.1736,-4159277.258,-56552.17375,-6414.179701,-111717.6571,769767.3949,20.31578234,41.00708668,175.4665302,,28.25087257
363,15,7,5,0.9,0.8,Wet,4580619.441,1239665.051,1009575.899,0,-425080.7663,-4446079.546,-60451.7197,-6856.468421,-119421.13,822846.5806,20.31578234,41.17430306,176.3578125,,28.25087257
364,15,7,5,0.9,0.8,Wet,4923715.7,1332518.091,1085194.867,0,-456920.0455,-4779098.537,-64979.65729,-7370.029676,-128365.9777,884479.2021,20.31578234,41.34134267,177.2490744,,28.25087257
365,15,7,5,0.9,0.8,Wet,5327380.22,1441762.879,1174163.177,0,-494380.0497,-5170906.804,-70306.93119,-7974.252111,-138889.8978,956992.0957,20.31578234,41.50820679,178.140316,,28.25087257
366,15,7,5,0.9,0.8,Wet,5811265.56,1572718.037,1280812.285,0,-539284.5333,-5640579.681,-76692.90176,-8698.552524,-151505.2515,1043915.579,20.31578234,41.67489672,179.0315378,,28.25087257
367,15,7,5,0.9,0.8,Wet,6406651.097,1733848.786,1412036.216,0,-594536.2179,-6218477.822,-84550.37171,-9589.751233,-167027.5219,1150868.571,20.31578234,41.84141371,179.9227401,,28.25087257
368,15,7,5,0.9,0.8,Wet,7165096.588,1939108.878,1579198.823,0,-664919.8406,-6954646.592,-94559.78961,-10725.0251,-186800.9213,1287113.087,20.31578234,42.00775902,180.8139231,,28.25087257
369,15,7,5,0.9,0.8,Wet,8174201.12,2211460.63,1801490.131,0,-758364.6996,-7933686.638,-107879.7196,-12232.3554,-213097.8121,1468280.244,20.31158194,42.17713517,181.7119956,,28.2509673
370,15,7,5,0.9,0.8,Wet,9581568.564,2592211.929,2111656.045,0,-888933.7635,-9299644.256,-126453.572,-14338.42283,-249787.2597,1721076.791,20.31158194,42.34314944,182.6031704,,28.2509673
