W_net,SpCC_W_Br,SpCC_Q_Br,SpCC_W_Gr,SpCC_Q_Gr,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,C_SurfacePlant,C_Subsurface_brownfield,C_Subsurface_greenfield,con satisfied
546.913793546755,362.285892638446,0,389.796933877709,0,6000,5000,5,20.6310121475813,1.31187349264118,182765686.31985,196644433.562391,16586234.7147333,166179451.605116,180058198.847658,1
717.964866450513,305.421770832937,0,325.992259116775,0,6000,5000,6,29.6234072157558,1.88155531155857,206065675.314585,219944422.557126,18905616.3073864,187160059.007198,201038806.24974,1
823.929617721442,291.356012479283,0,309.033511040431,0,6000,5000,7,35.6466768651303,2.26665484425006,228745964.300738,242624711.54328,20605297.8914583,208140666.40928,222019413.651821,1
933.616585058841,285.545652104575,0,301.317448551995,0,6000,5000,8,41.05272828044,2.61068808677429,251272323.034224,265151070.276766,22151049.2228628,229121273.811361,243000021.053903,1
1022.05069488957,280.694666121467,0,294.918222736213,0,6000,5000,9,48.2633038432252,3.07048737280752,273890028.278199,287768775.520741,23788147.0647565,250101881.213443,263980628.455985,1
1097.46458901359,282.921497415657,0,296.183426940992,0,6000,5000,10,51.4201251877793,3.24425051904372,296080290.926897,309959038.169439,24997802.3113728,271082488.615525,284961235.858066,1
1164.9541927398,287.867952019941,0,300.419802942576,0,6000,5000,11,54.5186050078902,3.45312684969226,318299394.243766,332178141.486308,26236298.2261598,292063096.017606,305941843.260148,1
1223.96291063272,293.369341291311,0,305.32140788702,0,6000,5000,12,59.2068719321206,3.77164971081726,340660663.483498,354539410.726039,27616960.0638098,313043703.419688,326922450.66223,1
1284.0587030073,297.552988142026,0,308.934801976665,0,6000,5000,13,63.9398533374612,4.04772145661197,362829929.718042,376708676.960583,28805618.896272,334024310.82177,347903058.064311,1
1326.52268204334,306.097480152818,0,317.128132630733,0,6000,5000,14,68.4731167652465,4.36844809620502,385131302.715367,399010049.957908,30126384.4915153,355004918.223851,368883665.466393,1
1367.62056831614,312.68685578894,0,323.344344561669,0,6000,5000,15,72.95886060586,4.61379034811993,407197411.144764,421076158.387306,31211885.5188316,375985525.625933,389864272.868474,1
