W_net,W_reservoir,SpCC_W_Br,SpCC_Q_Br,SpCC_W_Gr,SpCC_Q_Gr,radius,radius_ratio,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,C_SurfacePlant,C_Subsurface_brownfield,C_Subsurface_greenfield,con satisfied
1724.58122193994,11858.5839649175,252.940883513966,0,262.916542040649,0,0.6,0.25,6000,7000,7,72.5993973837594,2.11695701554225,413109344.007446,429401837.703004,45793247.9909575,367316096.016489,383608589.712046,1
2011.35248295177,13866.2144783539,310.768814820002,0,323.38499355905,0,0.6,0.5,6000,7000,7,83.9839269963284,0.612013779613241,585592695.175111,609365808.043238,72664630.4416158,512928064.733495,536701177.601622,1
2218.59896066187,15325.5723576658,371.290495103876,0,386.440961158941,0,0.6,0.75,6000,7000,7,92.170979608634,0.298547158298475,765931133.805249,797184865.845946,107391100.354748,658540033.450501,689793765.491198,1
2390.22470817727,16538.4413551535,431.55636113079,0,449.095424025942,0,0.6,1,6000,7000,7,98.8535153013315,0.18012058041485,953075757.82627,991810109.039537,148923755.658763,804152002.167507,842886353.380774,1
