W_net,W_reservoir,SpCC_W_Br,SpCC_Q_Br,SpCC_W_Gr,SpCC_Q_Gr,radius,radius_ratio,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,C_SurfacePlant,C_Subsurface_brownfield,C_Subsurface_greenfield,con satisfied
1817.08478528909,12467.357161835,289.579171708523,0,300.531129020333,0,0.8,0.25,6000,7000,7,76.0600926879732,1.24694709031537,496718882.524555,515504915.944302,60917145.8088781,435801736.715677,454587770.135424,1
2139.04571893926,14740.6243404333,366.637724153616,0,381.056688636213,0,0.8,0.5,6000,7000,7,88.9909361613067,0.36469347504672,731298802.34264,760058994.659147,101347774.004288,629951028.338352,658711220.654859,1
2374.75810563522,16407.8774754639,445.974154280305,0,463.618889138173,0,0.8,0.75,6000,7000,7,98.1714829954079,0.178843542652123,979018367.976726,1017752719.18999,154918048.0157,824100319.961026,862834671.174293,1
2573.76044229906,17809.0133847105,524.040793209852,0,544.654061733325,0,0.8,1,6000,7000,7,105.950840398063,0.108635453737633,1238292037.24104,1287000547.35107,220042425.657338,1018249611.5837,1066958121.69373,1
