dH_sold_avg,SpCC_dH_Br,SpCC_dH_Gr,S_ratio,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,C_SurfacePlant,C_Subsurface_brownfield,C_Subsurface_greenfield,con satisfied
12181.0764840058,28.1703286201742,29.3096981381938,0.4,6000,10000,5,74.2301545067164,4.77361776890062,343144927.501921,357023674.744462,23487486.8658302,319657440.636091,333536187.878632,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
