W_net,SpCC_W_Br,SpCC_Q_Br,SpCC_W_Gr,SpCC_Q_Gr,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,con satisfied
1228.76810503062,107.190375947849,0,118.485222539099,0,6000,10000,5,53.3710668443687,3.42052360596284,131712115.130959,145590862.3735,1
1437.9100936736,99.907019077892,0,109.559046213388,0,6000,10000,6,64.4448409499492,4.12956748484457,143657311.160941,157536058.403483,1
1625.93507112835,95.6251514632973,0,104.16100722346,0,6000,10000,7,75.3417048502575,4.83773011897107,155480287.446135,169359034.688677,1
1793.76855083068,93.212992145892,0,100.950192821037,0,6000,10000,8,86.0726535441241,5.53917680574968,167202533.840128,181081281.08267,1
1941.0557179716,92.1236053484078,0,99.273707797319,0,6000,10000,9,96.4551753415077,6.22409782137825,178817050.921686,192695798.164227,1
2069.54030049734,92.0027960924012,0,98.7089941979449,0,6000,10000,10,107.150057337416,6.93113039486338,190403494.271664,204282241.514205,1
2179.79897933345,92.4907818129109,0,98.8577667386427,0,6000,10000,11,110.265722178855,7.15896970974771,201611311.793536,215490059.036078,1
2275.05676081282,93.4970158647362,0,99.5974118995073,0,6000,10000,12,113.759486803856,7.39790630422361,212711018.058892,226589765.301433,1
2359.03114040679,94.9653845384257,0,100.848624909788,0,6000,10000,13,120.617869590008,7.87432870184984,224026299.386852,237905046.629393,1
2427.6054824492,96.801718991764,0,102.518771182855,0,6000,10000,14,123.794932870265,8.09016577119817,234996383.734913,248875130.977455,1
2484.3287241836,99.0490065949384,0,104.635524637998,0,6000,10000,15,128.985398569592,8.44443199406876,246070292.185656,259949039.428198,1
