dH_sold_avg,SpCC_dH_Br,SpCC_dH_Gr,S_ratio,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,C_SurfacePlant,C_Subsurface_brownfield,C_Subsurface_greenfield,con satisfied
6240.37075554136,64.5308289050043,66.7548549743236,0.8,6000,10000,6,90.5569540044899,5.84364227344019,402696297.529632,416575044.772174,31362651.685265,371333645.844367,385212393.086909,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
