W_net,SpCC_W_Br,SpCC_Q_Br,SpCC_W_Gr,SpCC_Q_Gr,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,con satisfied
1550.89294610842,286.168692942377,0,295.117568025836,0,6000,7000,11,0,5.00814914533226,443817007.281398,457695754.52394,1
