W_net,SpCC_W_Br,SpCC_Q_Br,SpCC_W_Gr,SpCC_Q_Gr,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,con satisfied
1852.62403030645,85.7436740677203,0,93.2350738420425,0,6000,15000,5,83.7217240597465,5.40495288436912,158850791.024623,172729538.267164,1
2138.16742532636,82.3000336750168,0,88.790988068087,0,6000,15000,6,100.834713975322,6.54245199051553,175971251.107184,189849998.349725,1
2388.04802731532,80.7560429437971,0,86.5677967627286,0,6000,15000,7,113.091302004596,7.39170682899935,192849309.045726,206728056.288268,1
2609.43403987369,80.238965437358,0,85.557646435025,0,6000,15000,8,122.468094748961,8.03010901799277,209378287.736491,223257034.979032,1
2806.57364005891,80.4662229122666,0,85.4113086368835,0,6000,15000,9,129.7056622835,8.55331311146953,225834380.140671,239713127.383213,1
2979.16710769672,81.2685987294103,0,85.9271985127811,0,6000,15000,10,136.095425783053,9.0133998066335,242112736.223263,255991483.465804,1
3130.58007811714,82.5630404766416,0,86.9963234134221,0,6000,15000,11,141.996887791176,9.44997615876183,258470209.704953,272348956.947495,1
3257.67421907318,84.2619204122724,0,88.5222442842187,0,6000,15000,12,146.991073591698,9.81171665455433,274497885.776656,288376633.019198,1
3364.65678668269,86.3690538343253,0,90.4939165238792,0,6000,15000,13,152.194681960355,10.1995556383158,290602223.143026,304480970.385567,1
3450.54154665881,88.8397815595764,0,92.8619754833042,0,6000,15000,14,156.261683893191,10.5027056801008,306545357.267411,320424104.509953,1
3506.21071448716,91.8245708735854,0,95.7829032080332,0,6000,15000,15,155.040028835414,10.4307756119224,321956294.250151,335835041.492693,1
