dH_sold_avg,SpCC_dH_Br,SpCC_dH_Gr,S_ratio,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,C_SurfacePlant,C_Subsurface_brownfield,C_Subsurface_greenfield,con satisfied
14638.880765405,27.1548101448485,28.1028844863884,0.4,6000,10000,6,90.556804079829,5.84363353478358,397516027.917648,411394775.160189,26182382.0732808,371333645.844367,385212393.086909,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
