W_net,W_reservoir,SpCC_W_Br,SpCC_Q_Br,SpCC_W_Gr,SpCC_Q_Gr,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,C_SurfacePlant,C_Subsurface_brownfield,C_Subsurface_greenfield,con satisfied
747.709992460147,4855.75318171665,246.94337938799,0,265.477012924867,0,6000,5000,5,31.8962398265214,2.02527977661932,184921361.422492,198800108.665033,18741909.8173753,166179451.605116,180058198.847658,1
958.60387362656,6441.96763214753,224.668920141836,0,239.64498480316,0,6000,5000,6,40.9922794890165,2.60857226655857,208207110.907845,222085858.150387,21047051.9006473,187160059.007198,201038806.24974,1
1107.05081199667,7606.3111995913,219.876790289068,0,233.08925463385,0,6000,5000,7,46.3377414827687,2.95695341869272,230964816.047248,244843563.28979,22824149.6379684,208140666.40928,222019413.651821,1
1248.36361256143,8805.74191647497,214.049431226181,0,225.748866050845,0,6000,5000,8,54.2823486489383,3.47247948131125,253921492.612208,267800239.85475,24800218.8008467,229121273.811361,243000021.053903,1
1371.12770632432,9941.8923665018,212.295673785978,0,222.943476449307,0,6000,5000,9,61.4722961360667,3.92818787137928,276714181.350106,290592928.592647,26612300.1366625,250101881.213443,263980628.455985,1
1479.75599057828,11017.7860737699,212.875801340642,0,222.742074568888,0,6000,5000,10,68.604402625786,4.39632546794577,299449384.029004,313328131.271546,28366895.4134794,271082488.615525,284961235.858066,1
1574.36769538859,12066.6601125339,215.118110743586,0,224.386951963618,0,6000,5000,11,75.4757375538074,4.84035107124888,322108213.468027,335986960.710569,30045117.4504208,292063096.017606,305941843.260148,1
1656.18490010355,13081.9255346161,218.752988315005,0,227.560540939744,0,6000,5000,12,82.1607293522889,5.2730251431069,344706136.055001,358584883.297543,31662432.6353134,313043703.419688,326922450.66223,1
