269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622
269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622,269561.174052622
271479.210368218,271517.563201754,271555.945715052,271594.357957112,271632.799978622,271671.271828095,271709.773553874,271748.305203743,271786.866824897,271825.458464169
273435.526014201,273513.799625926,273592.16572132,273670.624465181,273749.17602067,273827.820548599,273906.558206404,273985.389149375,274064.313530165,274143.331499475
275431.523633644,275551.351348352,275671.368913191,275791.576664287,275911.974932345,276032.564042007,276153.344310997,276274.316051345,276395.47956906,276516.834941879
277468.095817908,277631.148998485,277794.524594362,277958.223155511,278122.245220584,278286.591316432,278451.261957422,278616.257646795,278781.578876526,278947.225905919
279545.81713153,279753.789100406,279962.251438781,280171.204933681,280380.650352747,280590.588443943,280801.019935127,281011.945535554,281223.36593599,281435.281588292
281665.039564358,281919.634627362,282174.923274363,282430.906532849,282687.585400486,282944.960845185,283203.033804927,283461.805189586,283721.275881313,283981.446515208
283825.947044045,284128.872282862,284432.729235284,284737.51915283,285043.243244559,285349.902677598,285657.498577317,285966.032029557,286275.504081374,286585.915522925
286028.589999246,286381.548928817,286735.712121272,287091.081017618,287447.657001777,287805.441401696,288164.435489929,288524.640486419,288886.057559615,289248.687609738
288272.909378065,288677.596932199,289083.795120048,289491.505521293,289900.729642194,290311.468917261,290723.724710412,291137.498318337,291552.790972095,291969.603621811
290558.754221432,291016.852713263,291476.801361231,291938.601818116,292402.255645291,292867.764315069,293335.129212496,293804.35163934,294275.432816236,294748.37366887
292885.894875982,293399.070674972,293914.468581161,294432.090240932,294951.937189726,295474.0108551,295998.31255923,296524.843523539,297053.604871497,297584.597416283
295254.033036865,295823.933769571,296396.460224309,296971.613948161,297549.396356136,298129.808735073,298712.852246834,299298.527933661,299886.836721609,300477.77920985
297662.809384049,298291.061515598,298922.373847741,299556.747722191,300194.184325921,300834.684695888,301478.249723044,302124.880158411,302774.576617263,303427.339370058
300111.809343733,300800.016034948,301491.747438389,302187.0045715,302885.788272744,303588.099207262,304293.937871684,305003.304601062,305716.199573798,306432.622604311
302600.567360627,303350.306523886,304104.064086348,304861.84060991,305623.636451746,306389.451770932,307159.286534225,307933.140523836,308711.013343226,309492.90421158
305128.569963589,305941.392460012,306758.755336378,307580.658555995,308407.10185032,309238.084726643,310073.606474869,310913.666176281,311758.262710244,312607.394550594
307695.257827499,308572.68576123,309455.20344675,310342.810094815,311235.50465595,312133.28582932,313036.152070601,313944.101601805,314857.132418994,315775.242090659
310300.026971055,311243.552044297,312192.742710929,313147.597265206,314108.11371174,315074.28977563,316046.122911544,317023.610314675,318006.748929592,318995.53525063
312942.229178128,313953.311074773,314970.659937962,315994.272972525,317024.147063416,318060.278787174,319102.664422314,320151.299961545,321206.181121743,322267.303146542
315621.171686499,316701.236453879,317788.194138543,318882.040675032,319982.77164714,321090.382300821,322204.867555981,323326.222019979,324454.439998869,325589.515302217
318336.116149217,319486.554547016,320644.535420979,321810.053247553,322983.102121128,324163.675768501,325351.767562108,326547.370534912,327750.477392976,328961.080322512
321086.276837473,322308.442620715,323538.823061619,324777.410984767,326024.198801116,327279.17852411,328542.341784398,329813.679846207,331093.183621238,332380.843478094
323870.818016441,325166.026115604,326470.142673442,327783.158663846,329105.064615448,330435.85062941,331775.506395719,333124.021211069,334481.383994166,335847.583097532
326688.850383455,328058.374938908,329437.52235029,330826.281537848,332224.64094501,333632.588557893,335050.111923239,336477.198167857,337913.834015355,339360.005600407
329539.426406462,330984.498605691,332439.927607157,333905.700071282,335381.802150315,336868.219509614,338364.937347281,339871.940415156,341389.21303711,342916.738925728
329539.426406462,330984.498605691,332439.927607157,333905.700071282,335381.802150315,336868.219509614,338364.937347281,339871.940415156,341389.21303711,342916.738925728
340557.528612899,342248.978163427,343950.424279591,345661.844581228,347383.216613321,349114.517841832,350855.725649892,352606.817337306,354367.770119178,356138.560935765
350972.194547239,352893.986652688,354825.383230882,356766.355244458,358716.873903759,360676.910645186,362646.437111725,364625.425138079,366613.846736287,368611.673904079
360816.005036562,362953.008130748,365099.193822366,367254.528639763,369418.979592997,371592.514141425,373775.100164326,375966.705936628,378167.300105764,380376.851501495
370119.648266665,372457.584863202,374804.254777609,377159.622252389,379523.652168884,381896.310007955,384277.561813986,386667.374164011,389065.714138265,391472.549133087
