W_net,W_reservoir,SpCC_W_Br,SpCC_Q_Br,SpCC_W_Gr,SpCC_Q_Gr,radius,radius_ratio,depth,res_length,n_streams,m_dot,max_speed,C_Br,C_Gr,C_SurfacePlant,C_Subsurface_brownfield,C_Subsurface_greenfield,con satisfied
1601.92090514548,11170.4010121311,217.513785165215,0,226.57114222635,0,0.4,0.25,6000,7000,7,68.7634116521292,4.52908457781974,331383944.49659,345182898.467957,32553489.1792886,298830455.317301,312629409.288668,1
1855.12490347173,12811.1493329127,254.05664555964,0,264.806538579566,0,0.4,0.5,6000,7000,7,78.0262478807458,1.27977606713623,443978058.678846,462764092.098593,48072957.5502077,395905101.128638,414691134.548386,1
2030.34279925478,14036.0124082,294.890897606919,0,307.400460455757,0,0.4,0.75,6000,7000,7,84.9595808136257,0.619249820176679,560409238.700427,584182351.568554,67429491.7604513,492979746.939976,516752859.808103,1
2172.90576115283,15038.3469640623,336.099688676047,0,350.31289733085,0,0.4,1,6000,7000,7,90.5942675365881,0.371433622633254,680092153.616192,708852345.932699,90037760.8648789,590054392.751313,618814585.06782,1
